image_id,real_image_path,real_mask_path,classification_label,split
d863a07ce9776081fb65de033ed6c3f025edda71da58119060de9d85a7f80de7,data/drsk-1k-seed-23/patches/d863a07ce9776081fb65de033ed6c3f025edda71da58119060de9d85a7f80de7.jpg,data/drsk-1k-seed-23/plain-segmentation/d863a07ce9776081fb65de033ed6c3f025edda71da58119060de9d85a7f80de7.png,2,train
b31fa39e088a9e25560e51b813cac391a41d9bf9dc7bfe22245fe96aa89065c9,data/drsk-1k-seed-23/patches/b31fa39e088a9e25560e51b813cac391a41d9bf9dc7bfe22245fe96aa89065c9.jpg,data/drsk-1k-seed-23/plain-segmentation/b31fa39e088a9e25560e51b813cac391a41d9bf9dc7bfe22245fe96aa89065c9.png,2,train
f6fa23caade436de188c5b05e77313517d1665291220a4476479b67af7a4f7b2,data/drsk-1k-seed-23/patches/f6fa23caade436de188c5b05e77313517d1665291220a4476479b67af7a4f7b2.jpg,data/drsk-1k-seed-23/plain-segmentation/f6fa23caade436de188c5b05e77313517d1665291220a4476479b67af7a4f7b2.png,0,train
7affacf6741c77cb5785c86e747df01e73c907e319a2013b4bc12e382ba63447,data/drsk-1k-seed-23/patches/7affacf6741c77cb5785c86e747df01e73c907e319a2013b4bc12e382ba63447.jpg,data/drsk-1k-seed-23/plain-segmentation/7affacf6741c77cb5785c86e747df01e73c907e319a2013b4bc12e382ba63447.png,0,train
7a29cbf39495a885753398fcc973bca953a66eb142c247fb063e0c5a1beaf010,data/drsk-1k-seed-23/patches/7a29cbf39495a885753398fcc973bca953a66eb142c247fb063e0c5a1beaf010.jpg,data/drsk-1k-seed-23/plain-segmentation/7a29cbf39495a885753398fcc973bca953a66eb142c247fb063e0c5a1beaf010.png,2,train
fbe108e478b29925526bc98d9e5129eeea7e368ac22d7e6170acff163284bfb5,data/drsk-1k-seed-23/patches/fbe108e478b29925526bc98d9e5129eeea7e368ac22d7e6170acff163284bfb5.jpg,data/drsk-1k-seed-23/plain-segmentation/fbe108e478b29925526bc98d9e5129eeea7e368ac22d7e6170acff163284bfb5.png,2,train
a5b9043a9f011d98078bbff87634d32a9fd5873f327be79db6ffdd5b51fa54b1,data/drsk-1k-seed-23/patches/a5b9043a9f011d98078bbff87634d32a9fd5873f327be79db6ffdd5b51fa54b1.jpg,data/drsk-1k-seed-23/plain-segmentation/a5b9043a9f011d98078bbff87634d32a9fd5873f327be79db6ffdd5b51fa54b1.png,2,train
ca803a75072561e7ea46025371b37e71fd00152b9401d0007c55c56eee089b19,data/drsk-1k-seed-23/patches/ca803a75072561e7ea46025371b37e71fd00152b9401d0007c55c56eee089b19.jpg,data/drsk-1k-seed-23/plain-segmentation/ca803a75072561e7ea46025371b37e71fd00152b9401d0007c55c56eee089b19.png,0,train
7b7db522653a7ad8e7ca97cc03020d2d6df7fb933d28a1778705d4a9cfbec3cb,data/drsk-1k-seed-23/patches/7b7db522653a7ad8e7ca97cc03020d2d6df7fb933d28a1778705d4a9cfbec3cb.jpg,data/drsk-1k-seed-23/plain-segmentation/7b7db522653a7ad8e7ca97cc03020d2d6df7fb933d28a1778705d4a9cfbec3cb.png,1,train
24566c1c13fe1bd065a485c2262b8b92fc60c41d8fa16f06d878f074dba26a0e,data/drsk-1k-seed-23/patches/24566c1c13fe1bd065a485c2262b8b92fc60c41d8fa16f06d878f074dba26a0e.jpg,data/drsk-1k-seed-23/plain-segmentation/24566c1c13fe1bd065a485c2262b8b92fc60c41d8fa16f06d878f074dba26a0e.png,0,train
